raceId,ALPC
421,2.4444444444444446
422,0.5714285714285714
423,1.5
424,1.4545454545454546
425,3.1666666666666665
426,1.0909090909090908
427,1.3333333333333333
428,1.4545454545454546
429,1.5555555555555556
430,3.090909090909091
431,1.3333333333333333
432,3.6
433,1.4
434,1.5
435,3.3333333333333335
436,2.6
437,2.0
438,2.1666666666666665
439,0.2222222222222222
440,1.6666666666666667
441,1.8181818181818181
442,1.0
443,1.25
444,1.6
445,2.0
446,1.2857142857142858
447,2.4
448,2.6153846153846154
449,4.4
450,1.25
451,3.142857142857143
452,2.25
453,0.75
454,2.4444444444444446
455,0.6666666666666666
456,2.533333333333333
457,2.4615384615384617
458,0.75
459,0.8
460,3.111111111111111
461,2.888888888888889
462,1.5
463,0.7692307692307693
464,2.0
465,1.0909090909090908
466,1.8461538461538463
467,2.25
468,0.8
469,3.230769230769231
470,1.8333333333333333
471,3.4285714285714284
472,2.7142857142857144
473,2.75
474,2.2857142857142856
475,4.3076923076923075
476,1.6363636363636365
477,1.0909090909090908
478,3.6666666666666665
479,1.4666666666666666
480,1.2
481,3.3846153846153846
482,1.3333333333333333
483,1.5555555555555556
484,2.2857142857142856
485,1.6923076923076923
486,2.923076923076923
487,1.3333333333333333
488,0.6666666666666666
489,2.3333333333333335
490,3.8947368421052633
491,3.6470588235294117
492,2.769230769230769
493,1.6363636363636365
494,3.875
495,2.0
496,1.3846153846153846
497,2.142857142857143
498,0.8888888888888888
499,1.7777777777777777
500,1.5
501,3.090909090909091
502,1.8333333333333333
503,3.8333333333333335
504,1.8181818181818181
505,2.888888888888889
506,2.1818181818181817
507,1.6363636363636365
508,1.5384615384615385
509,2.0
510,2.625
511,2.6666666666666665
512,1.4666666666666666
513,2.125
514,3.25
515,1.2
516,1.894736842105263
517,1.0
518,1.3333333333333333
519,0.4444444444444444
520,2.3636363636363638
521,2.3076923076923075
522,1.0909090909090908
523,1.8461538461538463
524,0.4
525,1.0
526,2.0
527,1.0
528,2.588235294117647
529,2.2
530,1.0769230769230769
531,2.5714285714285716
532,2.0
533,0.6666666666666666
534,1.4545454545454546
535,1.6
536,1.5
537,1.5384615384615385
538,3.5384615384615383
539,2.823529411764706
540,2.8
541,1.8571428571428572
542,2.75
543,2.3636363636363638
544,1.2857142857142858
545,3.5384615384615383
546,3.6
547,1.8461538461538463
548,1.4285714285714286
549,1.4545454545454546
550,0.8
551,2.0
552,1.8
553,1.8
554,1.5714285714285714
555,1.2
556,0.5333333333333333
557,1.7142857142857142
558,2.769230769230769
559,2.3333333333333335
560,2.4444444444444446
561,1.0666666666666667
562,2.3333333333333335
563,1.6666666666666667
564,2.727272727272727
565,0.2222222222222222
566,1.0
567,1.7333333333333334
568,1.2857142857142858
569,0.8888888888888888
570,1.0
571,1.625
572,1.8181818181818181
573,1.25
574,2.6666666666666665
575,2.923076923076923
576,1.3333333333333333
577,0.75
578,1.4285714285714286
579,1.5
580,1.8181818181818181
581,0.5714285714285714
582,1.2
583,1.8181818181818181
584,0.4444444444444444
585,1.6666666666666667
586,2.2
587,3.0
588,1.2
589,0.5714285714285714
590,0.9090909090909091
591,1.0
592,2.3333333333333335
593,1.7777777777777777
594,1.3333333333333333
595,1.7777777777777777
596,1.4666666666666666
597,0.8333333333333334
598,1.5555555555555556
599,2.4705882352941178
600,1.3333333333333333
601,1.2
602,1.5555555555555556
603,3.142857142857143
604,2.4
605,1.4545454545454546
606,1.6
607,2.0
608,2.8333333333333335
609,2.4285714285714284
610,1.6923076923076923
611,2.769230769230769
612,1.1111111111111112
613,1.3333333333333333
614,1.875
615,1.25
616,1.2
617,2.142857142857143
618,1.4
619,1.7333333333333334
620,2.3636363636363638
621,1.7777777777777777
622,3.0
623,1.75
624,1.0909090909090908
625,1.2
626,1.8666666666666667
627,1.7142857142857142
628,2.0
629,0.875
630,1.0909090909090908
631,2.857142857142857
632,1.0
633,2.2
634,2.0
635,0.7272727272727273
636,2.6
637,3.0
638,2.533333333333333
639,3.0
640,1.8
641,1.625
642,1.7333333333333334
643,2.2
644,4.444444444444445
645,1.4
646,1.3846153846153846
647,1.25
648,1.3333333333333333
649,2.142857142857143
650,3.75
651,2.875
652,2.0
653,2.888888888888889
654,3.066666666666667
655,1.4285714285714286
656,1.4545454545454546
657,4.0
658,1.6
659,1.375
660,1.6363636363636365
661,1.4545454545454546
662,1.5714285714285714
663,1.3333333333333333
664,2.0
665,1.6923076923076923
666,2.0
667,1.2727272727272727
668,1.6
669,2.0
670,1.5555555555555556
671,2.6
672,1.7142857142857142
673,1.875
674,1.4666666666666666
675,0.8888888888888888
676,0.36363636363636365
677,3.0
678,1.1666666666666667
679,2.4285714285714284
680,1.875
681,1.1428571428571428
682,3.0
683,1.8333333333333333
684,1.4
685,3.6363636363636362
686,1.8181818181818181
687,1.4545454545454546
688,2.142857142857143
689,2.1333333333333333
690,2.727272727272727
691,1.4
692,0.75
693,1.7333333333333334
694,0.7272727272727273
695,2.3333333333333335
696,2.1333333333333333
697,1.4
698,3.6666666666666665
699,3.0
700,3.7777777777777777
701,1.4285714285714286
702,1.2727272727272727
703,2.1666666666666665
704,1.1666666666666667
705,1.6
706,2.5714285714285716
707,0.6666666666666666
708,2.75
709,2.1666666666666665
710,1.3333333333333333
711,1.0
712,2.0
713,4.0
714,1.6923076923076923
715,1.6
716,2.625
717,2.933333333333333
718,2.5
719,1.1111111111111112
720,2.5714285714285716
721,1.5555555555555556
722,1.5
723,1.8823529411764706
724,2.4
725,2.5
726,1.1428571428571428
727,3.0
728,2.142857142857143
729,2.4
730,2.6666666666666665
731,1.875
732,4.375
733,1.6666666666666667
734,1.1666666666666667
735,2.5
736,1.5
737,3.3846153846153846
738,3.411764705882353
739,2.6
740,0.4
741,2.7142857142857144
742,2.888888888888889
743,4.222222222222222
744,2.7142857142857144
745,2.2857142857142856
746,3.3684210526315788
747,3.7142857142857144
748,2.7142857142857144
749,5.0
750,3.066666666666667
751,3.176470588235294
752,3.076923076923077
753,2.6666666666666665
754,2.1333333333333333
755,1.6666666666666667
756,1.75
757,3.25
758,1.6470588235294117
759,2.2857142857142856
760,1.25
761,1.0666666666666667
762,2.1538461538461537
763,3.3333333333333335
764,3.142857142857143
765,2.5
766,2.4
767,2.235294117647059
768,3.0
769,2.75
770,3.2941176470588234
771,1.0666666666666667
772,1.0769230769230769
773,2.2222222222222223
774,3.6363636363636362
775,1.5
776,1.75
777,2.533333333333333
778,2.5
779,1.5294117647058822
780,2.5
781,1.0526315789473684
782,0.75
783,3.7142857142857144
784,2.875
785,1.8461538461538463
786,1.1428571428571428
787,1.5
788,2.2222222222222223
789,1.1666666666666667
790,2.25
791,4.615384615384615
792,3.8333333333333335
793,2.2222222222222223
794,4.166666666666667
795,2.875
796,2.9411764705882355
797,1.375
798,3.411764705882353
799,4.222222222222222
800,5.285714285714286
801,3.0
802,1.875
803,2.9411764705882355
804,5.285714285714286
805,2.9411764705882355
806,3.25
807,3.2222222222222223
808,2.1538461538461537
809,1.7142857142857142
810,1.7647058823529411
811,2.1176470588235294
812,4.352941176470588
813,2.0
814,1.7647058823529411
815,2.1538461538461537
816,3.466666666666667
817,1.8461538461538463
818,1.375
819,4.461538461538462
820,1.8823529411764706
821,1.625
822,2.4615384615384617
823,3.411764705882353
824,2.375
825,2.888888888888889
826,1.7142857142857142
827,1.5789473684210527
828,2.6666666666666665
829,2.8
830,3.263157894736842
831,1.5555555555555556
832,1.3333333333333333
833,4.7368421052631575
834,1.6842105263157894
835,2.2666666666666666
836,1.875
837,1.5714285714285714
838,3.6363636363636362
839,2.6
840,1.0
841,2.75
842,2.6363636363636362
843,2.1904761904761907
844,2.9
845,2.7058823529411766
846,3.0588235294117645
847,2.0869565217391304
848,2.5555555555555554
849,1.7894736842105263
850,2.6315789473684212
851,3.888888888888889
852,1.3333333333333333
853,1.4
854,2.6363636363636362
855,1.5
856,1.8888888888888888
857,2.0
858,2.3157894736842106
859,3.6
860,4.761904761904762
861,3.0
862,4.095238095238095
863,1.6666666666666667
864,1.7333333333333334
865,3.1578947368421053
866,4.333333333333333
867,2.7
868,3.5454545454545454
869,1.4285714285714286
870,2.7058823529411766
871,3.5238095238095237
872,2.0
873,3.3333333333333335
874,2.210526315789474
875,2.0952380952380953
876,3.0
877,2.6666666666666665
878,2.888888888888889
879,1.7647058823529411
880,2.7058823529411766
881,1.5294117647058822
882,3.7
883,2.888888888888889
884,2.533333333333333
885,3.263157894736842
886,3.6842105263157894
887,2.111111111111111
888,3.111111111111111
889,3.0
890,1.263157894736842
891,3.263157894736842
892,3.263157894736842
893,2.6666666666666665
894,3.2222222222222223
895,2.7
896,2.0
897,2.888888888888889
898,1.6923076923076923
899,1.7142857142857142
900,2.875
901,2.210526315789474
902,2.210526315789474
903,2.3076923076923075
904,2.4615384615384617
905,2.2222222222222223
906,3.625
907,2.1176470588235294
908,4.0
909,2.823529411764706
910,1.894736842105263
911,2.0
912,3.1
913,2.6666666666666665
914,2.0
915,2.5
916,4.25
917,1.2
918,2.5714285714285716
919,1.375
920,2.0
921,1.7647058823529411
922,1.625
923,2.75
924,1.6923076923076923
925,1.1666666666666667
926,3.7333333333333334
927,3.066666666666667
928,3.8823529411764706
929,1.2857142857142858
930,3.473684210526316
931,3.857142857142857
932,2.727272727272727
933,1.2
934,2.1176470588235294
935,2.2222222222222223
936,2.6666666666666665
937,2.625
938,3.0476190476190474
939,3.2941176470588234
940,1.375
941,2.0
942,2.3333333333333335
943,2.588235294117647
944,3.473684210526316
945,2.375
946,1.9
947,1.894736842105263
948,4.125
949,1.0588235294117647
950,2.7058823529411766
951,2.4
952,2.380952380952381
953,2.1176470588235294
954,2.0
955,2.4
956,1.375
957,0.6666666666666666
958,3.142857142857143
959,2.0
960,1.6
961,3.066666666666667
962,2.0
963,1.8666666666666667
964,2.923076923076923
965,2.0
966,3.125
967,1.5
968,2.5
969,3.0588235294117645
970,1.2727272727272727
971,3.0588235294117645
972,2.2857142857142856
973,2.2666666666666666
974,2.7142857142857144
975,3.2
976,1.0588235294117647
977,2.0
978,3.0
979,2.6315789473684212
980,2.769230769230769
981,0.9230769230769231
982,2.7777777777777777
983,1.875
984,2.0
985,3.142857142857143
986,2.0
987,3.8666666666666667
988,1.75
989,2.2857142857142856
990,2.2666666666666666
991,2.4444444444444446
992,3.176470588235294
993,2.75
994,2.6153846153846154
995,2.0
996,2.3529411764705883
997,1.2857142857142858
998,2.125
999,3.6666666666666665
1000,2.1176470588235294
1001,1.7333333333333334
1002,1.2941176470588236
1003,2.3333333333333335
1004,1.6470588235294117
1005,2.3333333333333335
1006,2.8421052631578947
1007,2.75
1008,5.384615384615385
1009,2.111111111111111
1010,3.8823529411764706
1011,3.5
1012,2.0
1013,2.7142857142857144
1014,2.4705882352941178
1015,1.8823529411764706
1016,2.235294117647059
1017,5.555555555555555
1018,2.6666666666666665
1019,2.6666666666666665
1020,3.25
1021,3.3333333333333335
1022,2.875
1023,3.2222222222222223
1024,1.2222222222222223
1025,1.0
1026,3.3333333333333335
1027,0.9090909090909091
1028,2.7058823529411766
1029,2.4285714285714284
1030,2.3333333333333335
1031,2.7142857142857144
1032,5.125
1033,3.0588235294117645
1034,3.375
1035,1.4444444444444444
1036,2.7058823529411766
1037,2.375
1038,2.2222222222222223
1039,1.5555555555555556
1040,1.2941176470588236
1041,4.705882352941177
1042,3.1578947368421053
1043,1.5294117647058822
1044,2.7777777777777777
1045,1.6470588235294117
1046,3.0
1047,0.21052631578947367
1048,2.1176470588235294
1049,2.2857142857142856
1050,4.333333333333333
1051,4.105263157894737
1052,1.5
1053,3.2941176470588234
1054,2.3529411764705883
1055,3.0588235294117645
1056,3.0
1057,2.857142857142857
1058,4.0
1059,1.5384615384615385
1060,2.0
1061,3.411764705882353
1062,2.875
1063,2.7058823529411766
1064,1.625
1065,1.4666666666666666
1066,3.5
1067,2.769230769230769
1068,2.375
1069,2.2666666666666666
1070,4.315789473684211
1071,4.470588235294118
1072,2.1176470588235294
1073,4.0
1074,2.769230769230769
1075,1.8823529411764706
1076,3.5
1077,2.3333333333333335
1078,2.875
1079,2.5555555555555554
1080,2.875
1081,3.176470588235294
1082,4.0
1083,1.8823529411764706
1084,3.0526315789473686
1085,1.8888888888888888
1086,3.789473684210526
1087,3.764705882352941
1088,2.7777777777777777
1089,2.823529411764706
1090,3.176470588235294
1091,1.411764705882353
1092,3.375
1093,1.8823529411764706
1094,4.266666666666667
1095,1.2857142857142858
1096,3.25
1097,2.857142857142857
1098,3.0
1099,2.4615384615384617
1100,5.666666666666667
1101,2.210526315789474
1102,2.4210526315789473
1103,1.8823529411764706
1104,2.375
1105,1.5
1106,1.875
1107,2.888888888888889
1108,1.8888888888888888
1109,0.5333333333333333
1110,2.0
1111,1.5789473684210527
1112,3.3684210526315788
1113,1.411764705882353
1114,2.7777777777777777
1115,2.3529411764705883
1116,2.6315789473684212
1117,2.0
1118,4.111111111111111
1119,2.2222222222222223
1120,4.0
1121,2.0
1122,3.857142857142857
1123,2.3529411764705883
1124,2.4285714285714284
1125,3.875
