,raceId,year,round,positionDisplayOrder,positionNumber,positionText,driverNumber,driverId,constructorId,engineManufacturerId,tyreManufacturerId,time,timeMillis,gap,gapMillis,interval,intervalMillis,laps
174,722,2004,9,16,16,16,19,giorgio-pantano,jordan,ford,bridgestone,1:12.603,72603.0,2.547,2547.0,0.013,13.0,9
175,722,2004,9,17,17,17,11,giancarlo-fisichella,sauber,petronas,bridgestone,1:12.686,72686.0,2.63,2630.0,0.083,83.0,10
176,722,2004,9,18,18,18,12,felipe-massa,sauber,petronas,bridgestone,1:12.861,72861.0,2.805,2805.0,0.175,175.0,9
177,722,2004,9,19,19,19,21,zsolt-baumgartner,minardi,cosworth,bridgestone,1:13.869,73869.0,3.813,3813.0,1.008,1008.0,13
178,722,2004,9,20,20,20,20,gianmaria-bruni,minardi,cosworth,bridgestone,1:13.915,73915.0,3.859,3859.0,0.046,46.0,14
179,723,2004,10,1,1,1,6,kimi-raikkonen,mclaren,mercedes,michelin,1:14.513,74513.0,,,,,18
180,723,2004,10,2,2,2,9,jenson-button,bar,honda,michelin,1:14.568,74568.0,0.055,55.0,0.055,55.0,14
181,723,2004,10,3,3,3,1,michael-schumacher,ferrari,ferrari,bridgestone,1:14.571,74571.0,0.058,58.0,0.003,3.0,14
182,723,2004,10,4,4,4,10,takuma-sato,bar,honda,michelin,1:14.711,74711.0,0.198,198.0,0.14,140.0,18
183,723,2004,10,5,5,5,2,rubens-barrichello,ferrari,ferrari,bridgestone,1:14.817,74817.0,0.304,304.0,0.106,106.0,12
184,723,2004,10,6,6,6,17,olivier-panis,toyota,toyota,michelin,1:14.833,74833.0,0.32,320.0,0.016,16.0,23
185,723,2004,10,7,7,7,16,cristiano-da-matta,toyota,toyota,michelin,1:14.885,74885.0,0.372,372.0,0.052,52.0,22
186,723,2004,10,8,8,8,5,david-coulthard,mclaren,mercedes,michelin,1:14.977,74977.0,0.464,464.0,0.092,92.0,7
187,723,2004,10,9,9,9,7,jarno-trulli,renault,renault,michelin,1:15.033,75033.0,0.52,520.0,0.056,56.0,12
188,723,2004,10,10,10,10,8,fernando-alonso,renault,renault,michelin,1:15.096,75096.0,0.583,583.0,0.063,63.0,15
189,723,2004,10,11,11,11,4,marc-gene,williams,bmw,michelin,1:15.179,75179.0,0.666,666.0,0.083,83.0,10
190,723,2004,10,12,12,12,14,mark-webber,jaguar,cosworth,michelin,1:15.350,75350.0,0.837,837.0,0.171,171.0,24
191,723,2004,10,13,13,13,15,christian-klien,jaguar,cosworth,michelin,1:15.449,75449.0,0.936,936.0,0.099,99.0,22
192,723,2004,10,14,14,14,12,felipe-massa,sauber,petronas,bridgestone,1:16.062,76062.0,1.549,1549.0,0.613,613.0,19
193,723,2004,10,15,15,15,11,giancarlo-fisichella,sauber,petronas,bridgestone,1:16.161,76161.0,1.648,1648.0,0.099,99.0,9
194,723,2004,10,16,16,16,21,zsolt-baumgartner,minardi,cosworth,bridgestone,1:16.861,76861.0,2.348,2348.0,0.7,700.0,15
195,723,2004,10,17,17,17,19,giorgio-pantano,jordan,ford,bridgestone,1:17.104,77104.0,2.591,2591.0,0.243,243.0,12
196,723,2004,10,18,18,18,18,nick-heidfeld,jordan,ford,bridgestone,1:17.162,77162.0,2.649,2649.0,0.058,58.0,15
197,723,2004,10,19,19,19,20,gianmaria-bruni,minardi,cosworth,bridgestone,1:19.401,79401.0,4.888,4888.0,2.239,2239.0,8
198,723,2004,10,20,20,20,3,juan-pablo-montoya,williams,bmw,michelin,1:21.458,81458.0,6.945,6945.0,2.057,2057.0,8
199,724,2004,11,1,1,1,6,kimi-raikkonen,mclaren,mercedes,michelin,1:18.280,78280.0,,,,,14
200,724,2004,11,2,2,2,9,jenson-button,bar,honda,michelin,1:18.414,78414.0,0.134,134.0,0.134,134.0,12
201,724,2004,11,3,3,3,2,rubens-barrichello,ferrari,ferrari,bridgestone,1:18.623,78623.0,0.343,343.0,0.209,209.0,13
202,724,2004,11,4,4,4,7,jarno-trulli,renault,renault,michelin,1:18.694,78694.0,0.414,414.0,0.071,71.0,14
203,724,2004,11,5,5,5,4,marc-gene,williams,bmw,michelin,1:18.832,78832.0,0.552,552.0,0.138,138.0,10
204,724,2004,11,6,6,6,3,juan-pablo-montoya,williams,bmw,michelin,1:18.912,78912.0,0.632,632.0,0.08,80.0,11
205,724,2004,11,7,7,7,5,david-coulthard,mclaren,mercedes,michelin,1:18.919,78919.0,0.639,639.0,0.007,7.0,11
206,724,2004,11,8,8,8,1,michael-schumacher,ferrari,ferrari,bridgestone,1:18.951,78951.0,0.671,671.0,0.032,32.0,8
207,724,2004,11,9,9,9,8,fernando-alonso,renault,renault,michelin,1:19.169,79169.0,0.889,889.0,0.218,218.0,12
208,724,2004,11,10,10,10,11,giancarlo-fisichella,sauber,petronas,bridgestone,1:19.895,79895.0,1.615,1615.0,0.726,726.0,10
209,724,2004,11,11,11,11,16,cristiano-da-matta,toyota,toyota,michelin,1:20.183,80183.0,1.903,1903.0,0.288,288.0,19
210,724,2004,11,12,12,12,12,felipe-massa,sauber,petronas,bridgestone,1:20.281,80281.0,2.001,2001.0,0.098,98.0,6
211,724,2004,11,13,13,13,14,mark-webber,jaguar,cosworth,michelin,1:20.310,80310.0,2.03,2030.0,0.029,29.0,23
212,724,2004,11,14,14,14,17,olivier-panis,toyota,toyota,michelin,1:20.531,80531.0,2.251,2251.0,0.221,221.0,16
213,724,2004,11,15,15,15,18,nick-heidfeld,jordan,ford,bridgestone,1:20.726,80726.0,2.446,2446.0,0.195,195.0,12
214,724,2004,11,16,16,16,10,takuma-sato,bar,honda,michelin,1:20.837,80837.0,2.557,2557.0,0.111,111.0,8
215,724,2004,11,17,17,17,15,christian-klien,jaguar,cosworth,michelin,1:20.913,80913.0,2.633,2633.0,0.076,76.0,18
216,724,2004,11,18,18,18,21,zsolt-baumgartner,minardi,cosworth,bridgestone,1:21.980,81980.0,3.7,3700.0,1.067,1067.0,15
217,724,2004,11,19,19,19,19,giorgio-pantano,jordan,ford,bridgestone,1:22.014,82014.0,3.734,3734.0,0.034,34.0,11
218,724,2004,11,20,20,20,20,gianmaria-bruni,minardi,cosworth,bridgestone,1:23.941,83941.0,5.661,5661.0,1.927,1927.0,12
219,725,2004,12,1,1,1,9,jenson-button,bar,honda,michelin,1:13.676,73676.0,,,,,15
220,725,2004,12,2,2,2,3,juan-pablo-montoya,williams,bmw,michelin,1:13.976,73976.0,0.3,300.0,0.3,300.0,11
221,725,2004,12,3,3,3,5,david-coulthard,mclaren,mercedes,michelin,1:14.064,74064.0,0.388,388.0,0.088,88.0,11
222,725,2004,12,4,4,4,6,kimi-raikkonen,mclaren,mercedes,michelin,1:14.100,74100.0,0.424,424.0,0.036,36.0,14
223,725,2004,12,5,5,5,8,fernando-alonso,renault,renault,michelin,1:14.320,74320.0,0.644,644.0,0.22,220.0,12
224,725,2004,12,6,6,6,2,rubens-barrichello,ferrari,ferrari,bridgestone,1:14.393,74393.0,0.717,717.0,0.073,73.0,12
225,725,2004,12,7,7,7,1,michael-schumacher,ferrari,ferrari,bridgestone,1:14.459,74459.0,0.783,783.0,0.066,66.0,14
226,725,2004,12,8,8,8,7,jarno-trulli,renault,renault,michelin,1:14.468,74468.0,0.792,792.0,0.009,9.0,15
227,725,2004,12,9,9,9,4,antonio-pizzonia,williams,bmw,michelin,1:14.766,74766.0,1.09,1090.0,0.298,298.0,10
228,725,2004,12,10,10,10,16,cristiano-da-matta,toyota,toyota,michelin,1:14.791,74791.0,1.115,1115.0,0.025,25.0,19
229,725,2004,12,11,11,11,17,olivier-panis,toyota,toyota,michelin,1:14.953,74953.0,1.277,1277.0,0.162,162.0,16
230,725,2004,12,12,12,12,14,mark-webber,jaguar,cosworth,michelin,1:15.000,75000.0,1.324,1324.0,0.047,47.0,25
231,725,2004,12,13,13,13,15,christian-klien,jaguar,cosworth,michelin,1:15.481,75481.0,1.805,1805.0,0.481,481.0,20
232,725,2004,12,14,14,14,11,giancarlo-fisichella,sauber,petronas,bridgestone,1:15.572,75572.0,1.896,1896.0,0.091,91.0,10
233,725,2004,12,15,15,15,12,felipe-massa,sauber,petronas,bridgestone,1:15.588,75588.0,1.912,1912.0,0.016,16.0,10
234,725,2004,12,16,16,16,18,nick-heidfeld,jordan,ford,bridgestone,1:16.832,76832.0,3.156,3156.0,1.244,1244.0,16
235,725,2004,12,17,17,17,20,gianmaria-bruni,minardi,cosworth,bridgestone,1:18.227,78227.0,4.551,4551.0,1.395,1395.0,13
236,725,2004,12,18,18,18,21,zsolt-baumgartner,minardi,cosworth,bridgestone,1:18.691,78691.0,5.015,5015.0,0.464,464.0,15
237,726,2004,13,1,1,1,9,jenson-button,bar,honda,michelin,1:19.556,79556.0,,,,,15
238,726,2004,13,2,2,2,1,michael-schumacher,ferrari,ferrari,bridgestone,1:19.747,79747.0,0.191,191.0,0.191,191.0,18
239,726,2004,13,3,3,3,2,rubens-barrichello,ferrari,ferrari,bridgestone,1:19.768,79768.0,0.212,212.0,0.021,21.0,10
240,726,2004,13,4,4,4,4,antonio-pizzonia,williams,bmw,michelin,1:19.913,79913.0,0.357,357.0,0.145,145.0,11
241,726,2004,13,5,5,5,7,jarno-trulli,renault,renault,michelin,1:20.130,80130.0,0.574,574.0,0.217,217.0,10
242,726,2004,13,6,6,6,10,takuma-sato,bar,honda,michelin,1:20.363,80363.0,0.807,807.0,0.233,233.0,20
243,726,2004,13,7,7,7,8,fernando-alonso,renault,renault,michelin,1:20.363,80363.0,0.807,807.0,0.0,0.0,12
244,726,2004,13,8,8,8,3,juan-pablo-montoya,williams,bmw,michelin,1:20.480,80480.0,0.924,924.0,0.117,117.0,15
245,726,2004,13,9,9,9,16,ricardo-zonta,toyota,toyota,michelin,1:20.606,80606.0,1.05,1050.0,0.126,126.0,18
246,726,2004,13,10,10,10,6,kimi-raikkonen,mclaren,mercedes,michelin,1:20.614,80614.0,1.058,1058.0,0.008,8.0,13
247,726,2004,13,11,11,11,17,olivier-panis,toyota,toyota,michelin,1:20.689,80689.0,1.133,1133.0,0.075,75.0,12
248,726,2004,13,12,12,12,5,david-coulthard,mclaren,mercedes,michelin,1:20.914,80914.0,1.358,1358.0,0.225,225.0,13
249,726,2004,13,13,13,13,14,mark-webber,jaguar,cosworth,michelin,1:21.112,81112.0,1.556,1556.0,0.198,198.0,24
250,726,2004,13,14,14,14,11,giancarlo-fisichella,sauber,petronas,bridgestone,1:21.165,81165.0,1.609,1609.0,0.053,53.0,12
251,726,2004,13,15,15,15,15,christian-klien,jaguar,cosworth,michelin,1:21.390,81390.0,1.834,1834.0,0.225,225.0,22
252,726,2004,13,16,16,16,18,nick-heidfeld,jordan,ford,bridgestone,1:21.712,81712.0,2.156,2156.0,0.322,322.0,14
253,726,2004,13,17,17,17,12,felipe-massa,sauber,petronas,bridgestone,1:21.989,81989.0,2.433,2433.0,0.277,277.0,4
254,726,2004,13,18,18,18,19,giorgio-pantano,jordan,ford,bridgestone,1:23.083,83083.0,3.527,3527.0,1.094,1094.0,12
255,726,2004,13,19,19,19,20,gianmaria-bruni,minardi,cosworth,bridgestone,1:23.979,83979.0,4.423,4423.0,0.896,896.0,14
256,726,2004,13,20,20,20,21,zsolt-baumgartner,minardi,cosworth,bridgestone,1:24.522,84522.0,4.966,4966.0,0.543,543.0,13
257,727,2004,14,1,1,1,2,rubens-barrichello,ferrari,ferrari,bridgestone,1:57.085,117085.0,,,,,6
258,727,2004,14,2,2,2,1,michael-schumacher,ferrari,ferrari,bridgestone,1:57.906,117906.0,0.821,821.0,0.821,821.0,6
259,727,2004,14,3,3,3,6,kimi-raikkonen,mclaren,mercedes,michelin,1:57.975,117975.0,0.89,890.0,0.069,69.0,6
260,727,2004,14,4,4,4,11,giancarlo-fisichella,sauber,petronas,bridgestone,1:58.138,118138.0,1.053,1053.0,0.163,163.0,4
261,727,2004,14,5,5,5,5,david-coulthard,mclaren,mercedes,michelin,1:58.434,118434.0,1.349,1349.0,0.296,296.0,6
262,727,2004,14,6,6,6,12,felipe-massa,sauber,petronas,bridgestone,1:58.864,118864.0,1.779,1779.0,0.43,430.0,5
263,727,2004,14,7,7,7,9,jenson-button,bar,honda,michelin,1:59.182,119182.0,2.097,2097.0,0.318,318.0,6
264,727,2004,14,8,8,8,7,jarno-trulli,renault,renault,michelin,1:59.519,119519.0,2.434,2434.0,0.337,337.0,6
265,727,2004,14,9,9,9,10,takuma-sato,bar,honda,michelin,2:00.088,120088.0,3.003,3003.0,0.569,569.0,6
266,727,2004,14,10,10,10,8,fernando-alonso,renault,renault,michelin,2:01.475,121475.0,4.39,4390.0,1.387,1387.0,5
267,727,2004,14,11,11,11,16,ricardo-zonta,toyota,toyota,michelin,2:02.175,122175.0,5.09,5090.0,0.7,700.0,6
268,727,2004,14,12,12,12,15,christian-klien,jaguar,cosworth,michelin,2:02.411,122411.0,5.326,5326.0,0.236,236.0,6
269,727,2004,14,13,13,13,14,mark-webber,jaguar,cosworth,michelin,2:02.501,122501.0,5.416,5416.0,0.09,90.0,6
270,727,2004,14,14,14,14,3,juan-pablo-montoya,williams,bmw,michelin,2:02.559,122559.0,5.474,5474.0,0.058,58.0,5
271,727,2004,14,15,15,15,17,olivier-panis,toyota,toyota,michelin,2:02.592,122592.0,5.507,5507.0,0.033,33.0,6
272,727,2004,14,16,16,16,18,nick-heidfeld,jordan,ford,bridgestone,2:03.556,123556.0,6.471,6471.0,0.964,964.0,5
273,727,2004,14,17,17,17,19,giorgio-pantano,jordan,ford,bridgestone,2:04.131,124131.0,7.046,7046.0,0.575,575.0,6
274,727,2004,14,18,18,18,20,gianmaria-bruni,minardi,cosworth,bridgestone,2:05.485,125485.0,8.4,8400.0,1.354,1354.0,4
275,727,2004,14,19,19,19,4,antonio-pizzonia,williams,bmw,michelin,2:07.337,127337.0,10.252,10252.0,1.852,1852.0,4
276,727,2004,14,20,20,20,21,zsolt-baumgartner,minardi,cosworth,bridgestone,2:09.428,129428.0,12.343,12343.0,2.091,2091.0,4
277,728,2004,15,1,1,1,2,rubens-barrichello,ferrari,ferrari,bridgestone,1:20.555,80555.0,,,,,11
278,728,2004,15,2,2,2,3,juan-pablo-montoya,williams,bmw,michelin,1:20.653,80653.0,0.098,98.0,0.098,98.0,11
279,728,2004,15,3,3,3,9,jenson-button,bar,honda,michelin,1:20.734,80734.0,0.179,179.0,0.081,81.0,13
280,728,2004,15,4,4,4,8,fernando-alonso,renault,renault,michelin,1:20.773,80773.0,0.218,218.0,0.039,39.0,11
281,728,2004,15,5,5,5,10,takuma-sato,bar,honda,michelin,1:20.805,80805.0,0.25,250.0,0.032,32.0,11
282,728,2004,15,6,6,6,6,kimi-raikkonen,mclaren,mercedes,michelin,1:20.856,80856.0,0.301,301.0,0.051,51.0,11
283,728,2004,15,7,7,7,1,michael-schumacher,ferrari,ferrari,bridgestone,1:20.898,80898.0,0.343,343.0,0.042,42.0,10
284,728,2004,15,8,8,8,4,antonio-pizzonia,williams,bmw,michelin,1:20.921,80921.0,0.366,366.0,0.023,23.0,10
285,728,2004,15,9,9,9,5,david-coulthard,mclaren,mercedes,michelin,1:21.058,81058.0,0.503,503.0,0.137,137.0,11
286,728,2004,15,10,10,10,7,jarno-trulli,renault,renault,michelin,1:21.506,81506.0,0.951,951.0,0.448,448.0,8
287,728,2004,15,11,11,11,12,felipe-massa,sauber,petronas,bridgestone,1:21.859,81859.0,1.304,1304.0,0.353,353.0,14
288,728,2004,15,12,12,12,17,olivier-panis,toyota,toyota,michelin,1:21.889,81889.0,1.334,1334.0,0.03,30.0,18
289,728,2004,15,13,13,13,11,giancarlo-fisichella,sauber,petronas,bridgestone,1:21.929,81929.0,1.374,1374.0,0.04,40.0,9
290,728,2004,15,14,14,14,16,ricardo-zonta,toyota,toyota,michelin,1:22.114,82114.0,1.559,1559.0,0.185,185.0,20
291,728,2004,15,15,15,15,15,christian-klien,jaguar,cosworth,michelin,1:22.230,82230.0,1.675,1675.0,0.116,116.0,18
292,728,2004,15,16,16,16,14,mark-webber,jaguar,cosworth,michelin,1:22.490,82490.0,1.935,1935.0,0.26,260.0,15
293,728,2004,15,17,17,17,18,nick-heidfeld,jordan,ford,bridgestone,1:23.146,83146.0,2.591,2591.0,0.656,656.0,13
294,728,2004,15,18,18,18,20,gianmaria-bruni,minardi,cosworth,bridgestone,1:23.794,83794.0,3.239,3239.0,0.648,648.0,14
295,728,2004,15,19,19,19,19,giorgio-pantano,jordan,ford,bridgestone,,,,,,,2
296,728,2004,15,20,20,20,21,zsolt-baumgartner,minardi,cosworth,bridgestone,,,,,,,2
297,729,2004,16,1,1,1,1,michael-schumacher,ferrari,ferrari,bridgestone,1:33.448,93448.0,,,,,13
298,729,2004,16,2,2,2,2,rubens-barrichello,ferrari,ferrari,bridgestone,1:33.796,93796.0,0.348,348.0,0.348,348.0,12
299,729,2004,16,3,3,3,6,kimi-raikkonen,mclaren,mercedes,michelin,1:34.042,94042.0,0.594,594.0,0.246,246.0,11
300,729,2004,16,4,4,4,9,jenson-button,bar,honda,michelin,1:34.233,94233.0,0.785,785.0,0.191,191.0,15
301,729,2004,16,5,5,5,11,giancarlo-fisichella,sauber,petronas,bridgestone,1:34.286,94286.0,0.838,838.0,0.053,53.0,10
302,729,2004,16,6,6,6,18,nick-heidfeld,jordan,ford,bridgestone,1:34.404,94404.0,0.956,956.0,0.118,118.0,12
303,729,2004,16,7,7,7,3,juan-pablo-montoya,williams,bmw,michelin,1:34.458,94458.0,1.01,1010.0,0.054,54.0,12
304,729,2004,16,8,8,8,5,david-coulthard,mclaren,mercedes,michelin,1:34.470,94470.0,1.022,1022.0,0.012,12.0,10
305,729,2004,16,9,9,9,16,ricardo-zonta,toyota,toyota,michelin,1:34.518,94518.0,1.07,1070.0,0.048,48.0,19
306,729,2004,16,10,10,10,12,felipe-massa,sauber,petronas,bridgestone,1:34.607,94607.0,1.159,1159.0,0.089,89.0,12
307,729,2004,16,11,11,11,8,fernando-alonso,renault,renault,michelin,1:34.627,94627.0,1.179,1179.0,0.02,20.0,12
308,729,2004,16,12,12,12,4,ralf-schumacher,williams,bmw,michelin,1:34.769,94769.0,1.321,1321.0,0.142,142.0,9
309,729,2004,16,13,13,13,10,takuma-sato,bar,honda,michelin,1:35.155,95155.0,1.707,1707.0,0.386,386.0,16
310,729,2004,16,14,14,14,17,olivier-panis,toyota,toyota,michelin,1:35.211,95211.0,1.763,1763.0,0.056,56.0,14
311,729,2004,16,15,15,15,7,jacques-villeneuve,renault,renault,michelin,1:35.309,95309.0,1.861,1861.0,0.098,98.0,12
312,729,2004,16,16,16,16,14,mark-webber,jaguar,cosworth,michelin,1:35.354,95354.0,1.906,1906.0,0.045,45.0,20
313,729,2004,16,17,17,17,15,christian-klien,jaguar,cosworth,michelin,1:35.869,95869.0,2.421,2421.0,0.515,515.0,17
314,729,2004,16,18,18,18,20,gianmaria-bruni,minardi,cosworth,bridgestone,1:36.748,96748.0,3.3,3300.0,0.879,879.0,10
315,729,2004,16,19,19,19,19,timo-glock,jordan,ford,bridgestone,1:37.158,97158.0,3.71,3710.0,0.41,410.0,14
316,729,2004,16,20,20,20,21,zsolt-baumgartner,minardi,cosworth,bridgestone,1:38.014,98014.0,4.566,4566.0,0.856,856.0,9
317,731,2004,18,1,1,1,2,rubens-barrichello,ferrari,ferrari,bridgestone,1:10.229,70229.0,,,,,15
318,731,2004,18,2,2,2,1,michael-schumacher,ferrari,ferrari,bridgestone,1:10.352,70352.0,0.123,123.0,0.123,123.0,15
319,731,2004,18,3,3,3,6,kimi-raikkonen,mclaren,mercedes,michelin,1:10.385,70385.0,0.156,156.0,0.033,33.0,15
320,731,2004,18,4,4,4,5,david-coulthard,mclaren,mercedes,michelin,1:10.413,70413.0,0.184,184.0,0.028,28.0,11
321,731,2004,18,5,5,5,9,jenson-button,bar,honda,michelin,1:10.480,70480.0,0.251,251.0,0.067,67.0,16
322,731,2004,18,6,6,6,8,fernando-alonso,renault,renault,michelin,1:10.683,70683.0,0.454,454.0,0.203,203.0,11
323,731,2004,18,7,7,7,4,ralf-schumacher,williams,bmw,michelin,1:10.997,70997.0,0.768,768.0,0.314,314.0,9
324,731,2004,18,8,8,8,10,takuma-sato,bar,honda,michelin,1:11.127,71127.0,0.898,898.0,0.13,130.0,18
325,731,2004,18,9,9,9,14,mark-webber,jaguar,cosworth,michelin,1:11.130,71130.0,0.901,901.0,0.003,3.0,23
326,731,2004,18,10,10,10,12,felipe-massa,sauber,petronas,bridgestone,1:11.142,71142.0,0.913,913.0,0.012,12.0,10
327,731,2004,18,11,11,11,3,juan-pablo-montoya,williams,bmw,michelin,1:11.157,71157.0,0.928,928.0,0.015,15.0,12
328,731,2004,18,12,12,12,7,jacques-villeneuve,renault,renault,michelin,1:11.321,71321.0,1.092,1092.0,0.164,164.0,18
329,731,2004,18,13,13,13,11,giancarlo-fisichella,sauber,petronas,bridgestone,1:11.425,71425.0,1.196,1196.0,0.104,104.0,5
330,731,2004,18,14,14,14,17,ricardo-zonta,toyota,toyota,michelin,1:11.688,71688.0,1.459,1459.0,0.263,263.0,16
331,731,2004,18,15,15,15,16,jarno-trulli,toyota,toyota,michelin,1:11.711,71711.0,1.482,1482.0,0.023,23.0,15
332,731,2004,18,16,16,16,15,christian-klien,jaguar,cosworth,michelin,1:12.248,72248.0,2.019,2019.0,0.537,537.0,21
333,731,2004,18,17,17,17,18,nick-heidfeld,jordan,ford,bridgestone,1:12.299,72299.0,2.07,2070.0,0.051,51.0,12
334,731,2004,18,18,18,18,21,zsolt-baumgartner,minardi,cosworth,bridgestone,1:12.990,72990.0,2.761,2761.0,0.691,691.0,17
335,731,2004,18,19,19,19,19,timo-glock,jordan,ford,bridgestone,1:13.818,73818.0,3.589,3589.0,0.828,828.0,17
336,731,2004,18,20,20,20,20,gianmaria-bruni,minardi,cosworth,bridgestone,1:14.411,74411.0,4.182,4182.0,0.593,593.0,16
337,732,2005,1,1,1,1,9,kimi-raikkonen,mclaren,mercedes,michelin,1:27.297,87297.0,,,,,11
338,732,2005,1,2,2,2,5,fernando-alonso,renault,renault,michelin,1:27.409,87409.0,0.112,112.0,0.112,112.0,14
339,732,2005,1,3,3,3,10,juan-pablo-montoya,mclaren,mercedes,michelin,1:28.256,88256.0,0.959,959.0,0.847,847.0,11
340,732,2005,1,4,4,4,6,giancarlo-fisichella,renault,renault,michelin,1:28.571,88571.0,1.274,1274.0,0.315,315.0,13
341,732,2005,1,5,5,5,3,jenson-button,bar,honda,michelin,1:29.577,89577.0,2.28,2280.0,1.006,1006.0,11
342,732,2005,1,6,6,6,7,mark-webber,williams,bmw,michelin,1:30.299,90299.0,3.002,3002.0,0.722,722.0,10
343,732,2005,1,7,7,7,1,michael-schumacher,ferrari,ferrari,bridgestone,1:30.533,90533.0,3.236,3236.0,0.234,234.0,7
344,732,2005,1,8,8,8,4,takuma-sato,bar,honda,michelin,1:30.554,90554.0,3.257,3257.0,0.021,21.0,14
345,732,2005,1,9,9,9,14,david-coulthard,red-bull,cosworth,michelin,1:30.645,90645.0,3.348,3348.0,0.091,91.0,14
346,732,2005,1,10,10,10,2,rubens-barrichello,ferrari,ferrari,bridgestone,1:30.715,90715.0,3.418,3418.0,0.07,70.0,7
